# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
SP-SMS	SPU_020530	SPU_020530-tr	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
SP-SMTNL_2	SPU_021845	SPU_021845-tr	protein_coding	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
SP-SMU1L	SPU_007055	SPU_007055-tr	protein_coding	0	0	0	6	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0
SP-SMURF2	SPU_001829	SPU_001829-tr	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SP-SMYD3_2	SPU_028409	SPU_028409-tr	protein_coding	0	6	1	10	0	0	0	10	1	0	0	0	0	0	0	0	0	6	0
SP-SMYD3_3	SPU_028436	SPU_028436-tr	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-SNA	SPU_001113	SPU_001113-tr	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SP-SNAP25	SPU_021516	SPU_021516-tr	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SP-SNAP47	SPU_007295	SPU_007295-tr	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SP-SNAPC1	SPU_004918	SPU_004918-tr	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SP-SNAPC3	SPU_015446	SPU_015446-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-SND1	SPU_018440	SPU_018440-tr	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SP-SNED1L	SPU_004336	SPU_004336-tr	protein_coding	0	8	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	8	0
SP-SNED1_4	SPU_016885	SPU_016885-tr	protein_coding	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SP-SNF2	SPU_007773	SPU_007773-tr	protein_coding	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
SP-SNF7/CYTDA	SPU_003296	SPU_003296-tr	protein_coding	0	2	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SP-SNF8	SPU_021774	SPU_021774-tr	protein_coding	0	11	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	11	4
SP-SNIP1	SPU_000650	SPU_000650-tr	protein_coding	0	3	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0
SP-SNRPD1	SPU_012607	SPU_012607-tr	protein_coding	0	4	0	2	0	0	0	3	0	0	0	0	1	0	0	0	0	3	0
SP-SNRPG	SPU_000627	SPU_000627-tr	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SP-SNSL	SPU_009318	SPU_009318-tr	protein_coding	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SP-SNTB1	SPU_026776	SPU_026776-tr	protein_coding	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1
SP-SNTG2	SPU_004591	SPU_004591-tr	protein_coding	0	7	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	6	0
SP-SNUPN	SPU_027736	SPU_027736-tr	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
SP-SNW1	SPU_003197	SPU_003197-tr	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-SNX16	SPU_017619	SPU_017619-tr	protein_coding	0	1	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0
SP-SNX2	SPU_024221	SPU_024221-tr	protein_coding	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-SNX21	SPU_020793	SPU_020793-tr	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SP-SNX25	SPU_017690	SPU_017690-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-SNX25_1	SPU_017679	SPU_017679-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-SNX29	SPU_021585	SPU_021585-tr	protein_coding	0	8	2	1	0	1	0	0	2	0	0	0	0	0	0	0	0	8	0
SP-SNX6	SPU_016849	SPU_016849-tr	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SP-SNX6_1	SPU_020064	SPU_020064-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-SOAT1	SPU_003922	SPU_003922-tr	protein_coding	0	8	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	8	0
SP-SOAT_1	SPU_016595	SPU_016595-tr	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
SP-SOCAX	SPU_009168	SPU_009168-tr	protein_coding	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
SP-SOCS2/3	SPU_002792	SPU_002792-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-SOCS7	SPU_010245	SPU_010245-tr	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SP-SOD2A	SPU_021817	SPU_021817-tr	protein_coding	0	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0
SP-SODC	SPU_025881	SPU_025881-tr	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SP-SOLH	SPU_017121	SPU_017121-tr	protein_coding	0	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0
SP-SOMML	SPU_013142	SPU_013142-tr	protein_coding	0	5	2	3	0	0	0	3	2	0	0	0	0	0	0	0	0	5	0
SP-SON	SPU_018720	SPU_018720-tr	protein_coding	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-SORL1	SPU_005740	SPU_005740-tr	protein_coding	0	3	5	1	0	1	0	0	5	0	0	0	0	0	0	0	0	3	0
SP-SORL1L	SPU_005847	SPU_005847-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-SOS	SPU_020070	SPU_020070-tr	protein_coding	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
SP-SOXD1	SPU_004217	SPU_004217-tr	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
SP-SOXE	SPU_016881	SPU_016881-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-SOXF	SPU_014170	SPU_014170-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-SOXH	SPU_011080	SPU_011080-tr	protein_coding	0	3	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0
SP-SP-NIEMPC1A	SPU_024273	SPU_024273-tr	protein_coding	0	17	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	0
SP-SP-NIEMPC1B	SPU_028882	SPU_028882-tr	protein_coding	0	17	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	0
SP-SP2	SPU_009831	SPU_009831-tr	protein_coding	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
SP-SP2_1	SPU_009832	SPU_009832-tr	protein_coding	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
SP-SP8	SPU_011280	SPU_011280-tr	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SP-SPA17	SPU_000735	SPU_000735-tr	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
SP-SPAG1	SPU_002664	SPU_002664-tr	protein_coding	0	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0
SP-SPAG16	SPU_003263	SPU_003263-tr	protein_coding	0	2	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0
SP-SPAG17	SPU_013103	SPU_013103-tr	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-SPAG6	SPU_025787	SPU_025787-tr	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
SP-SPARC_2	SPU_012548	SPU_012548-tr	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-SPAST	SPU_002528	SPU_002528-tr	protein_coding	0	2	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0
SP-SPATA20	SPU_019225	SPU_019225-tr	protein_coding	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-SPATA5	SPU_010294	SPU_010294-tr	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SP-SPC39L	SPU_011588	SPU_011588-tr	protein_coding	0	2	0	3	0	0	0	4	0	0	0	0	1	0	0	0	0	1	0
SP-SPCAPH	SPU_011699	SPU_011699-tr	protein_coding	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
SP-SPCAT3L	SPU_001545	SPU_001545-tr	protein_coding	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
SP-SPCS1	SPU_025275	SPU_025275-tr	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
SP-SPDECL	SPU_002513	SPU_002513-tr	protein_coding	0	0	0	10	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3
SP-SPEF2	SPU_009071	SPU_009071-tr	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
SP-SPEF2_1	SPU_014107	SPU_014107-tr	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SP-SPF30	SPU_002655	SPU_002655-tr	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
SP-SPG11	SPU_003130	SPU_003130-tr	protein_coding	1	0	3	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0
SP-SPG11L	SPU_000775	SPU_000775-tr	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
SP-SPG21	SPU_002781	SPU_002781-tr	protein_coding	0	0	0	22	2	13	0	0	0	0	0	0	0	0	0	0	0	0	7
SP-SPHH2B1	SPU_028171	SPU_028171-tr	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-SPHK1	SPU_005881	SPU_005881-tr	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-SPIRE1	SPU_008530	SPU_008530-tr	protein_coding	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
SP-SPNPRA	SPU_009432	SPU_009432-tr	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
SP-SPNSH1	SPU_000847	SPU_000847-tr	protein_coding	0	2	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0
SP-SPONL	SPU_020379	SPU_020379-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-SPPL3	SPU_012685	SPU_012685-tr	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-SPRY/SOCSCP	SPU_004717	SPU_004717-tr	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-SPRY1	SPU_007568	SPU_007568-tr	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-SPRYD3	SPU_002525	SPU_002525-tr	protein_coding	0	3	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0
SP-SPSC3H	SPU_028130	SPU_028130-tr	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
SP-SPTAN1	SPU_005151	SPU_005151-tr	protein_coding	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
SP-SPTAN1L	SPU_008368	SPU_008368-tr	protein_coding	0	3	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0
SP-SPTB	SPU_027587	SPU_027587-tr	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4
SP-SPTBN1	SPU_028052	SPU_028052-tr	protein_coding	0	0	2	3	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0
SP-SPTLC2	SPU_005274	SPU_005274-tr	protein_coding	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
SP-SPTLC2_1	SPU_014244	SPU_014244-tr	protein_coding	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0
SP-SQST1L	SPU_007251	SPU_007251-tr	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SP-SR/FU/IGR	SPU_006068	SPU_006068-tr	protein_coding	0	2	2	1	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0
SP-SR/FU/IGR_1	SPU_024528	SPU_024528-tr	protein_coding	0	2	2	3	1	0	0	0	2	0	0	0	0	0	0	0	0	2	2
SP-SR140	SPU_019657	SPU_019657-tr	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SP-SRA	SPU_021308	SPU_021308-tr	protein_coding	0	6	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	6	0
SP-SRA1L	SPU_004042	SPU_004042-tr	protein_coding	0	1	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0
SP-SRBETA	SPU_014114	SPU_014114-tr	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SP-SRCAB	SPU_010307	SPU_010307-tr	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
SP-SRCR101	SPU_011222	SPU_011222-tr	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SP-SRCR107	SPU_012410	SPU_012410-tr	protein_coding	0	2	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0
SP-SRCR110	SPU_013831	SPU_013831-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-SRCR115	SPU_014602	SPU_014602-tr	protein_coding	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
SP-SRCR116	SPU_014829	SPU_014829-tr	protein_coding	0	1	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0
SP-SRCR117	SPU_014844	SPU_014844-tr	protein_coding	0	2	1	11	0	0	0	0	1	0	0	0	0	0	0	0	0	2	11
SP-SRCR127	SPU_015548	SPU_015548-tr	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-SRCR129	SPU_015938	SPU_015938-tr	protein_coding	0	2	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0
SP-SRCR12_1	SPU_009563	SPU_009563-tr	protein_coding	0	7	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0
SP-SRCR133	SPU_016373	SPU_016373-tr	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-SRCR139	SPU_017453	SPU_017453-tr	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
SP-SRCR151	SPU_019291	SPU_019291-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-SRCR167	SPU_021691	SPU_021691-tr	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SP-SRCR176	SPU_022145	SPU_022145-tr	protein_coding	0	1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0
SP-SRCR185	SPU_022285	SPU_022285-tr	protein_coding	0	0	0	22	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0
SP-SRCR193	SPU_022528	SPU_022528-tr	protein_coding	0	0	0	17	0	0	0	16	0	0	0	0	0	0	0	0	0	0	1
SP-SRCR197	SPU_022814	SPU_022814-tr	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SP-SRCR198	SPU_023641	SPU_023641-tr	protein_coding	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SP-SRCR204	SPU_024408	SPU_024408-tr	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-SRCR210	SPU_025983	SPU_025983-tr	protein_coding	1	4	1	4	0	0	0	2	1	0	0	0	0	1	0	0	0	4	2
SP-SRCR212	SPU_026241	SPU_026241-tr	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
SP-SRCR218	SPU_027287	SPU_027287-tr	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-SRCR219	SPU_027288	SPU_027288-tr	protein_coding	0	6	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	6	1
SP-SRCR220	SPU_027379	SPU_027379-tr	protein_coding	0	8	11	0	0	0	0	0	11	0	0	0	0	0	0	0	0	8	0
SP-SRCR222	SPU_027619	SPU_027619-tr	protein_coding	0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-SRCR226	SPU_028669	SPU_028669-tr	protein_coding	0	3	3	2	0	0	0	0	3	0	0	0	0	0	0	0	0	3	2
SP-SRCR28	SPU_003930	SPU_003930-tr	protein_coding	0	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0
SP-SRCR39	SPU_007349	SPU_007349-tr	protein_coding	0	0	1	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
SP-SRCR40	SPU_005000	SPU_005000-tr	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
SP-SRCR42	SPU_005420	SPU_005420-tr	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SP-SRCR53	SPU_006731	SPU_006731-tr	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SP-SRCR68	SPU_008504	SPU_008504-tr	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SP-SRCR71	SPU_008642	SPU_008642-tr	protein_coding	0	0	0	16	0	15	0	1	0	0	0	0	0	0	0	0	0	0	0
SP-SRCR73	SPU_008885	SPU_008885-tr	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SP-SRCR74	SPU_009145	SPU_009145-tr	protein_coding	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0
SP-SRCR75	SPU_009354	SPU_009354-tr	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SP-SRCR77	SPU_009562	SPU_009562-tr	protein_coding	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-SRCR82	SPU_010001	SPU_010001-tr	protein_coding	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SP-SRCR87	SPU_010240	SPU_010240-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-SRCR88	SPU_010241	SPU_010241-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-SRCR89	SPU_010409	SPU_010409-tr	protein_coding	1	0	4	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0
SP-SRCR90	SPU_010501	SPU_010501-tr	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SP-SRCR95	SPU_010991	SPU_010991-tr	protein_coding	0	2	2	1	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0
SP-SRCR96	SPU_010992	SPU_010992-tr	protein_coding	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SP-SRCR97	SPU_010993	SPU_010993-tr	protein_coding	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
SP-SRCR99	SPU_011101	SPU_011101-tr	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SP-SRGAP3	SPU_022632	SPU_022632-tr	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
SP-SRI	SPU_026365	SPU_026365-tr	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SP-SRP68	SPU_024348	SPU_024348-tr	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
SP-SRPK1L	SPU_002645	SPU_002645-tr	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
SP-SRRM2	SPU_010979	SPU_010979-tr	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SP-SRR_2	SPU_012702	SPU_012702-tr	protein_coding	0	2	0	14	0	14	0	0	0	0	0	0	0	0	0	0	0	2	0
SP-SSH	SPU_003158	SPU_003158-tr	protein_coding	1	0	6	2	0	0	0	3	6	0	1	0	0	0	0	0	0	0	0
SP-SSH_1	SPU_002366	SPU_002366-tr	protein_coding	0	6	2	1	0	0	0	2	2	0	0	0	2	0	0	0	0	5	0
SP-SSR1	SPU_013174	SPU_013174-tr	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
SP-SSR1_1	SPU_020504	SPU_020504-tr	protein_coding	1	1	2	0	0	0	0	2	2	0	1	0	1	0	0	0	0	0	0
SP-SSRP1	SPU_001119	SPU_001119-tr	protein_coding	0	9	0	11	0	11	0	0	0	0	0	0	0	0	0	0	0	9	0
SP-SSRP1_1	SPU_023988	SPU_023988-tr	protein_coding	0	9	2	3	0	0	0	0	2	0	0	0	0	0	0	0	0	9	3
SP-SSTR4L_2	SPU_008654	SPU_008654-tr	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SP-SSU72	SPU_026118	SPU_026118-tr	protein_coding	0	0	0	10	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4
SP-ST14L_1	SPU_018625	SPU_018625-tr	protein_coding	0	2	3	1	0	0	0	0	3	0	0	0	0	0	0	0	0	2	1
SP-ST14L_29	SPU_026398	SPU_026398-tr	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
SP-ST14L_3	SPU_024151	SPU_024151-tr	protein_coding	0	2	9	11	0	0	0	11	9	0	0	0	0	0	0	0	0	2	0
SP-ST6GALNAC4	SPU_005523	SPU_005523-tr	protein_coding	0	2	4	1	0	0	0	0	4	0	0	0	0	0	0	0	0	2	1
SP-ST6GALNAC4_1	SPU_023403	SPU_023403-tr	protein_coding	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0
SP-ST6GALNAC4_2	SPU_028096	SPU_028096-tr	protein_coding	0	1	2	9	0	0	0	9	2	0	0	0	1	0	0	0	0	1	0
SP-ST6GALNAC5_4	SPU_028101	SPU_028101-tr	protein_coding	0	1	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
SP-ST8SIA	SPU_000931	SPU_000931-tr	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-ST8SIA1	SPU_024483	SPU_024483-tr	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SP-ST8SIA1_1	SPU_015169	SPU_015169-tr	protein_coding	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
SP-ST8SIA3	SPU_017896	SPU_017896-tr	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-ST8SIA4_1	SPU_008094	SPU_008094-tr	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SP-ST8SIA4_2	SPU_025636	SPU_025636-tr	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SP-ST8SIA4_4	SPU_018250	SPU_018250-tr	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SP-ST8SIA9L	SPU_026182	SPU_026182-tr	protein_coding	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
SP-STAC3	SPU_026170	SPU_026170-tr	protein_coding	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
SP-STAG3	SPU_017052	SPU_017052-tr	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
SP-STAMBP	SPU_014336	SPU_014336-tr	protein_coding	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0
SP-STARD3	SPU_025483	SPU_025483-tr	protein_coding	0	2	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0
SP-STEROL_OXD	SPU_025401	SPU_025401-tr	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
SP-STIP	SPU_000193	SPU_000193-tr	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
SP-STK	SPU_021398	SPU_021398-tr	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP-STK10	SPU_020190	SPU_020190-tr	protein_coding	0	5	8	6	4	0	0	2	8	0	0	0	0	0	0	0	0	5	0
SP-STK11IP	SPU_015448	SPU_015448-tr	protein_coding	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SP-STK33_1	SPU_024676	SPU_024676-tr	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
SP-STMN1	SPU_004713	SPU_004713-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-STOM	SPU_014562	SPU_014562-tr	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SP-STOM_1	SPU_014564	SPU_014564-tr	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SP-STOM_5	SPU_016762	SPU_016762-tr	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
SP-STON2	SPU_009650	SPU_009650-tr	protein_coding	0	1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0
SP-STPN	SPU_006076	SPU_006076-tr	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
SP-STRAP	SPU_000055	SPU_000055-tr	protein_coding	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SP-STRN	SPU_004519	SPU_004519-tr	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP-STX5	SPU_014243	SPU_014243-tr	protein_coding	0	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0
